,Nos.,order_id,Item,Price,City,Quantity,Bill Amount,State of Delivery,Year,product_ID
4257,4258,358,Product 474,123,SRIGANGANAGAR,2,246,Rajasthan,2017, 474
4258,4259,358,Product 205,149,SRIGANGANAGAR,5,745,Rajasthan,2017, 205
4259,4260,358,Product 37,82,SRIGANGANAGAR,8,656,Rajasthan,2017, 37
4260,4261,358,Product 120,171,SRIGANGANAGAR,10,1710,Rajasthan,2017, 120
4261,4262,358,Product 134,95,SRIGANGANAGAR,5,475,Rajasthan,2017, 134
4262,4263,358,Product 393,206,SRIGANGANAGAR,1,206,Rajasthan,2017, 393
4263,4264,358,Product 238,153,SRIGANGANAGAR,9,1377,Rajasthan,2017, 238
4264,4265,358,Product 235,299,SRIGANGANAGAR,10,2990,Rajasthan,2017, 235
4265,4266,358,Product 491,279,SRIGANGANAGAR,5,1395,Rajasthan,2017, 491
4266,4267,358,Product 274,74,SRIGANGANAGAR,5,370,Rajasthan,2017, 274
4267,4268,358,Product 451,83,SRIGANGANAGAR,9,747,Rajasthan,2017, 451
4268,4269,358,Product 183,212,SRIGANGANAGAR,7,1484,Rajasthan,2017, 183
4269,4270,358,Product 266,224,SRIGANGANAGAR,3,672,Rajasthan,2017, 266
4270,4271,359,Product 230,265,Vadalur,2,530,Tamil Nadu,2017, 230
4271,4272,359,Product 36,214,Vadalur,4,856,Tamil Nadu,2017, 36
4272,4273,359,Product 102,283,Vadalur,3,849,Tamil Nadu,2017, 102
4273,4274,359,Product 479,68,Vadalur,5,340,Tamil Nadu,2017, 479
4274,4275,359,Product 404,242,Vadalur,6,1452,Tamil Nadu,2017, 404
4275,4276,359,Product 410,254,Vadalur,2,508,Tamil Nadu,2017, 410
4276,4277,359,Product 358,63,Vadalur,10,630,Tamil Nadu,2017, 358
4277,4278,359,Product 300,79,Vadalur,6,474,Tamil Nadu,2017, 300
4278,4279,359,Product 241,164,Vadalur,2,328,Tamil Nadu,2017, 241
4279,4280,359,Product 470,167,Vadalur,6,1002,Tamil Nadu,2017, 470
4280,4281,359,Product 296,218,Vadalur,8,1744,Tamil Nadu,2017, 296
4281,4282,359,Product 339,273,Vadalur,3,819,Tamil Nadu,2017, 339
4282,4283,359,Product 410,254,Vadalur,5,1270,Tamil Nadu,2017, 410
4283,4284,359,Product 488,130,Vadalur,6,780,Tamil Nadu,2017, 488
4284,4285,359,Product 372,91,Vadalur,1,91,Tamil Nadu,2017, 372
4285,4286,359,Product 305,277,Vadalur,5,1385,Tamil Nadu,2017, 305
4286,4287,360,Product 324,276,boisar,10,2760,Maharashtra,2017, 324
4287,4288,360,Product 296,218,boisar,9,1962,Maharashtra,2017, 296
4288,4289,360,Product 284,75,boisar,1,75,Maharashtra,2017, 284
4289,4290,360,Product 97,94,boisar,10,940,Maharashtra,2017, 97
4290,4291,360,Product 243,202,boisar,4,808,Maharashtra,2017, 243
4291,4292,360,Product 397,255,boisar,1,255,Maharashtra,2017, 397
4292,4293,360,Product 225,210,boisar,4,840,Maharashtra,2017, 225
4293,4294,360,Product 25,91,boisar,4,364,Maharashtra,2017, 25
4294,4295,360,Product 390,207,boisar,9,1863,Maharashtra,2017, 390
4295,4296,360,Product 140,204,boisar,2,408,Maharashtra,2017, 140
4296,4297,360,Product 453,143,boisar,3,429,Maharashtra,2017, 453
4297,4298,360,Product 460,76,boisar,4,304,Maharashtra,2017, 460
4298,4299,360,Product 157,244,boisar,5,1220,Maharashtra,2017, 157
4299,4300,361,Product 387,273,Uran,5,1365,Maharashtra,2017, 387
4300,4301,361,Product 499,78,Uran,3,234,Maharashtra,2017, 499
4301,4302,361,Product 315,263,Uran,8,2104,Maharashtra,2017, 315
4302,4303,361,Product 418,275,Uran,10,2750,Maharashtra,2017, 418
4303,4304,361,Product 213,71,Uran,1,71,Maharashtra,2017, 213
4304,4305,361,Product 404,242,Uran,6,1452,Maharashtra,2017, 404
4305,4306,361,Product 138,258,Uran,8,2064,Maharashtra,2017, 138
4306,4307,361,Product 410,254,Uran,2,508,Maharashtra,2017, 410
4307,4308,361,Product 308,67,Uran,3,201,Maharashtra,2017, 308
4308,4309,362,Product 440,113,Pilani,8,904,Rajasthan,2017, 440
4309,4310,362,Product 324,276,Pilani,2,552,Rajasthan,2017, 324
4310,4311,362,Product 183,212,Pilani,4,848,Rajasthan,2017, 183
4311,4312,362,Product 125,65,Pilani,10,650,Rajasthan,2017, 125
4312,4313,362,Product 416,294,Pilani,2,588,Rajasthan,2017, 416
4313,4314,362,Product 204,112,Pilani,2,224,Rajasthan,2017, 204
4314,4315,362,Product 125,65,Pilani,3,195,Rajasthan,2017, 125
4315,4316,362,Product 416,294,Pilani,8,2352,Rajasthan,2017, 416
4316,4317,362,Product 401,222,Pilani,8,1776,Rajasthan,2017, 401
4317,4318,362,Product 39,198,Pilani,4,792,Rajasthan,2017, 39
4318,4319,362,Product 315,263,Pilani,9,2367,Rajasthan,2017, 315
4319,4320,362,Product 389,172,Pilani,3,516,Rajasthan,2017, 389
4320,4321,362,Product 350,206,Pilani,2,412,Rajasthan,2017, 350
4321,4322,362,Product 274,74,Pilani,4,296,Rajasthan,2017, 274
4322,4323,362,Product 53,214,Pilani,6,1284,Maharashtra,2017, 53
4323,4324,363,Product 271,277,kakinada,8,2216,Maharashtra,2017, 271
4324,4325,363,Product 189,81,kakinada,6,486,Maharashtra,2017, 189
4325,4326,363,Product 100,220,kakinada,5,1100,Maharashtra,2017, 100
4326,4327,363,Product 290,73,kakinada,7,511,Maharashtra,2017, 290
4327,4328,363,Product 461,87,kakinada,8,696,Maharashtra,2017, 461
4328,4329,363,Product 236,65,kakinada,5,325,Maharashtra,2017, 236
4329,4330,363,Product 123,219,kakinada,5,1095,Maharashtra,2017, 123
4330,4331,364,Product 328,249,sambalpur,5,1245,Odisha,2017, 328
4331,4332,364,Product 328,249,sambalpur,2,498,Odisha,2017, 328
4332,4333,364,Product 166,79,sambalpur,5,395,Odisha,2017, 166
4333,4334,364,Product 204,112,sambalpur,7,784,Odisha,2017, 204
4334,4335,364,Product 198,214,sambalpur,2,428,Odisha,2017, 198
4335,4336,364,Product 274,74,sambalpur,4,296,Odisha,2017, 274
4336,4337,364,Product 66,159,sambalpur,8,1272,Odisha,2017, 66
4337,4338,364,Product 101,98,sambalpur,4,392,Odisha,2017, 101
4338,4339,364,Product 147,243,sambalpur,3,729,Odisha,2017, 147
4339,4340,364,Product 204,112,sambalpur,7,784,Odisha,2017, 204
4340,4341,364,Product 173,123,sambalpur,3,369,Odisha,2017, 173
4341,4342,364,Product 104,202,sambalpur,5,1010,Odisha,2017, 104
4342,4343,365,Product 223,215,Ahemdabad,7,1505,Gujarat,2017, 223
4343,4344,365,Product 322,123,Ahemdabad,5,615,Gujarat,2017, 322
4344,4345,365,Product 345,135,Ahemdabad,5,675,Gujarat,2017, 345
4345,4346,365,Product 384,154,Ahemdabad,2,308,Gujarat,2017, 384
4346,4347,365,Product 45,119,Ahemdabad,10,1190,Gujarat,2017, 45
4347,4348,365,Product 248,283,Ahemdabad,4,1132,Gujarat,2017, 248
4348,4349,365,Product 243,202,Ahemdabad,7,1414,Gujarat,2017, 243
4349,4350,365,Product 321,282,Ahemdabad,8,2256,Gujarat,2017, 321
4350,4351,365,Product 312,145,Ahemdabad,9,1305,Gujarat,2017, 312
4351,4352,365,Product 332,210,Ahemdabad,4,840,Gujarat,2017, 332
4352,4353,365,Product 475,273,Ahemdabad,2,546,Gujarat,2017, 475
4353,4354,365,Product 36,214,Ahemdabad,5,1070,Gujarat,2017, 36
4354,4355,365,Product 255,66,Ahemdabad,6,396,Gujarat,2017, 255
4355,4356,366,Product 465,147,Thane district,7,1029,Maharashtra,2017, 465
4356,4357,366,Product 374,274,Thane district,8,2192,Maharashtra,2017, 374
4357,4358,366,Product 20,235,Thane district,2,470,Maharashtra,2017, 20
4358,4359,366,Product 196,215,Thane district,1,215,Maharashtra,2017, 196
4359,4360,366,Product 18,285,Thane district,5,1425,Maharashtra,2017, 18
4360,4361,366,Product 390,207,Thane district,10,2070,Maharashtra,2017, 390
4361,4362,366,Product 93,174,Thane district,6,1044,Maharashtra,2017, 93
4362,4363,366,Product 433,191,Thane district,2,382,Maharashtra,2017, 433
4363,4364,367,Product 431,256,Namakkal D.t,5,1280,Tamil Nadu,2017, 431
4364,4365,367,Product 124,179,Namakkal D.t,3,537,Tamil Nadu,2017, 124
4365,4366,367,Product 107,114,Namakkal D.t,10,1140,Tamil Nadu,2017, 107
4366,4367,367,Product 470,167,Namakkal D.t,2,334,Tamil Nadu,2017, 470
4367,4368,367,Product 42,83,Namakkal D.t,2,166,Tamil Nadu,2017, 42
4368,4369,367,Product 498,56,Namakkal D.t,10,560,Tamil Nadu,2017, 498
4369,4370,367,Product 24,84,Namakkal D.t,7,588,Tamil Nadu,2017, 24
4370,4371,367,Product 99,125,Namakkal D.t,10,1250,Tamil Nadu,2017, 99
4371,4372,367,Product 303,220,Namakkal D.t,6,1320,Tamil Nadu,2017, 303
4372,4373,367,Product 379,251,Namakkal D.t,4,1004,Tamil Nadu,2017, 379
4373,4374,367,Product 334,248,Namakkal D.t,10,2480,Tamil Nadu,2017, 334
4374,4375,367,Product 161,132,Namakkal D.t,1,132,Tamil Nadu,2017, 161
4375,4376,367,Product 265,194,Namakkal D.t,6,1164,Tamil Nadu,2017, 265
4376,4377,367,Product 485,271,Namakkal D.t,4,1084,Tamil Nadu,2017, 485
4377,4378,367,Product 401,222,Namakkal D.t,4,888,Tamil Nadu,2017, 401
4378,4379,368,Product 377,119,Tirupathi,9,1071,Andhra Pradesh,2017, 377
4379,4380,368,Product 296,218,Tirupathi,8,1744,Andhra Pradesh,2017, 296
4380,4381,368,Product 371,97,Tirupathi,6,582,Andhra Pradesh,2017, 371
4381,4382,368,Product 8,88,Tirupathi,9,792,Andhra Pradesh,2017, 8
4382,4383,368,Product 258,90,Tirupathi,10,900,Andhra Pradesh,2017, 258
4383,4384,368,Product 331,200,Tirupathi,6,1200,Andhra Pradesh,2017, 331
4384,4385,368,Product 33,90,Tirupathi,2,180,Andhra Pradesh,2017, 33
4385,4386,368,Product 185,292,Tirupathi,4,1168,Andhra Pradesh,2017, 185
4386,4387,368,Product 341,294,Tirupathi,8,2352,Andhra Pradesh,2017, 341
4387,4388,368,Product 368,236,Tirupathi,10,2360,Andhra Pradesh,2017, 368
4388,4389,369,Product 62,180,Palampur,4,720,Himachal Pradesh,2017, 62
4389,4390,369,Product 290,73,Palampur,1,73,Himachal Pradesh,2017, 290
4390,4391,369,Product 304,111,Palampur,7,777,Himachal Pradesh,2017, 304
4391,4392,369,Product 491,279,Palampur,3,837,Himachal Pradesh,2017, 491
4392,4393,369,Product 479,68,Palampur,9,612,Himachal Pradesh,2017, 479
4393,4394,369,Product 460,76,Palampur,10,760,Himachal Pradesh,2017, 460
4394,4395,369,Product 86,274,Palampur,6,1644,Himachal Pradesh,2017, 86
4395,4396,369,Product 236,65,Palampur,5,325,Himachal Pradesh,2017, 236
4396,4397,369,Product 45,119,Palampur,3,357,Himachal Pradesh,2017, 45
4397,4398,370,Product 215,150,khanna,5,750,Punjab,2017, 215
4398,4399,370,Product 159,204,khanna,8,1632,Punjab,2017, 159
4399,4400,370,Product 14,256,khanna,2,512,Punjab,2017, 14
4400,4401,370,Product 497,225,khanna,1,225,Punjab,2017, 497
4401,4402,370,Product 282,283,khanna,5,1415,Punjab,2017, 282
4402,4403,370,Product 294,106,khanna,8,848,Punjab,2017, 294
4403,4404,370,Product 173,123,khanna,2,246,Punjab,2017, 173
4404,4405,370,Product 212,259,khanna,7,1813,Punjab,2017, 212
4405,4406,371,Product 107,114,Bhiwani,4,456,Haryana,2017, 107
4406,4407,371,Product 141,186,Bhiwani,2,372,Haryana,2017, 141
4407,4408,371,Product 3,140,Bhiwani,4,560,Haryana,2017, 3
4408,4409,371,Product 133,276,Bhiwani,4,1104,Haryana,2017, 133
4409,4410,371,Product 32,192,Bhiwani,3,576,Haryana,2017, 32
4410,4411,371,Product 176,64,Bhiwani,8,512,Haryana,2017, 176
4411,4412,371,Product 73,59,Bhiwani,3,177,Haryana,2017, 73
4412,4413,371,Product 36,214,Bhiwani,2,428,Haryana,2017, 36
4413,4414,371,Product 129,65,Madanapalle,1,65,Andhra Pradesh,2017, 129
4414,4415,372,Product 15,137,Madanapalle,7,959,Andhra Pradesh,2017, 15
4415,4416,372,Product 181,180,Madanapalle,3,540,Andhra Pradesh,2017, 181
4416,4417,372,Product 308,67,Madanapalle,1,67,Andhra Pradesh,2017, 308
4417,4418,372,Product 289,255,Madanapalle,2,510,Andhra Pradesh,2017, 289
4418,4419,372,Product 78,154,Madanapalle,7,1078,Andhra Pradesh,2017, 78
4419,4420,372,Product 287,114,Madanapalle,7,798,Andhra Pradesh,2017, 287
4420,4421,372,Product 44,153,Madanapalle,5,765,Andhra Pradesh,2017, 44
4421,4422,372,Product 470,167,Madanapalle,10,1670,Andhra Pradesh,2017, 470
4422,4423,372,Product 259,144,Madanapalle,3,432,Andhra Pradesh,2017, 259
4423,4424,372,Product 320,283,Madanapalle,10,2830,Andhra Pradesh,2017, 320
4424,4425,373,Product 9,299,Thane (W),6,1794,Maharashtra,2017, 9
4425,4426,373,Product 309,195,Thane (W),3,585,Maharashtra,2017, 309
4426,4427,373,Product 91,57,Thane (W),1,57,Maharashtra,2017, 91
4427,4428,373,Product 178,163,Thane (W),7,1141,Maharashtra,2017, 178
4428,4429,373,Product 110,215,Thane (W),9,1935,Maharashtra,2017, 110
4429,4430,373,Product 332,210,Thane (W),3,630,Maharashtra,2017, 332
4430,4431,373,Product 10,142,Thane (W),1,142,Maharashtra,2017, 10
4431,4432,373,Product 365,289,Thane (W),9,2601,Maharashtra,2017, 365
4432,4433,373,Product 295,155,Thane (W),3,465,Maharashtra,2017, 295
4433,4434,373,Product 170,114,Thane (W),9,1026,Maharashtra,2017, 170
4434,4435,373,Product 121,194,Thane (W),8,1552,Maharashtra,2017, 121
4435,4436,373,Product 152,297,Thane (W),4,1188,Maharashtra,2017, 152
4436,4437,373,Product 380,243,Thane (W),4,972,Maharashtra,2017, 380
4437,4438,373,Product 145,108,Thane (W),5,540,Maharashtra,2017, 145
4438,4439,373,Product 156,287,Thane (W),7,2009,Maharashtra,2017, 156
4439,4440,373,Product 263,91,Thane (W),7,637,Maharashtra,2017, 263
4440,4441,374,Product 373,166,TAMBARAM WEST,7,1162,Maharashtra,2017, 373
4441,4442,374,Product 129,65,TAMBARAM WEST,5,325,Maharashtra,2017, 129
4442,4443,374,Product 332,210,TAMBARAM WEST,9,1890,Maharashtra,2017, 332
4443,4444,374,Product 15,137,TAMBARAM WEST,4,548,Maharashtra,2017, 15
4444,4445,374,Product 338,138,TAMBARAM WEST,2,276,Maharashtra,2017, 338
4445,4446,374,Product 24,84,TAMBARAM WEST,9,756,Maharashtra,2017, 24
4446,4447,374,Product 152,297,TAMBARAM WEST,3,891,Maharashtra,2017, 152
4447,4448,374,Product 338,138,TAMBARAM WEST,7,966,Maharashtra,2017, 338
4448,4449,374,Product 478,249,TAMBARAM WEST,10,2490,Maharashtra,2017, 478
4449,4450,374,Product 479,68,TAMBARAM WEST,1,68,Maharashtra,2017, 479
4450,4451,374,Product 411,233,TAMBARAM WEST,10,2330,Maharashtra,2017, 411
4451,4452,375,Product 332,210,TIRUPATI,8,1680,Andhra Pradesh,2017, 332
4452,4453,375,Product 316,204,TIRUPATI,6,1224,Andhra Pradesh,2017, 316
4453,4454,375,Product 194,78,TIRUPATI,9,702,Andhra Pradesh,2017, 194
4454,4455,375,Product 165,228,TIRUPATI,9,2052,Andhra Pradesh,2017, 165
4455,4456,375,Product 195,256,TIRUPATI,2,512,Andhra Pradesh,2017, 195
4456,4457,375,Product 2,263,TIRUPATI,7,1841,Andhra Pradesh,2017, 2
4457,4458,375,Product 37,82,TIRUPATI,6,492,Andhra Pradesh,2017, 37
4458,4459,375,Product 182,259,TIRUPATI,3,777,Andhra Pradesh,2017, 182
4459,4460,375,Product 158,234,TIRUPATI,9,2106,Andhra Pradesh,2017, 158
4460,4461,375,Product 355,80,TIRUPATI,1,80,Andhra Pradesh,2017, 355
4461,4462,375,Product 355,80,TIRUPATI,8,640,Andhra Pradesh,2017, 355
4462,4463,376,Product 295,155,Morvi,5,775,Gujarat,2017, 295
4463,4464,376,Product 142,195,Morvi,4,780,Gujarat,2017, 142
4464,4465,376,Product 98,66,Morvi,1,66,Gujarat,2017, 98
4465,4466,376,Product 101,98,Morvi,2,196,Gujarat,2017, 101
4466,4467,376,Product 236,65,Morvi,1,65,Gujarat,2017, 236
4467,4468,376,Product 30,204,Morvi,9,1836,Gujarat,2017, 30
4468,4469,376,Product 380,243,Morvi,8,1944,Gujarat,2017, 380
4469,4470,376,Product 247,111,Morvi,1,111,Gujarat,2017, 247
4470,4471,376,Product 167,232,Morvi,1,232,Gujarat,2017, 167
4471,4472,376,Product 148,260,Morvi,5,1300,Gujarat,2017, 148
4472,4473,376,Product 135,214,Morvi,9,1926,Gujarat,2017, 135
4473,4474,376,Product 74,162,Morvi,2,324,Gujarat,2017, 74
4474,4475,376,Product 120,171,Morvi,8,1368,Gujarat,2017, 120
4475,4476,376,Product 346,269,Morvi,6,1614,Gujarat,2017, 346
4476,4477,377,Product 262,282,nagapattinam,7,1974,Tamil Nadu,2017, 262
4477,4478,377,Product 359,154,nagapattinam,6,924,Tamil Nadu,2017, 359
4478,4479,377,Product 152,297,nagapattinam,8,2376,Tamil Nadu,2017, 152
4479,4480,377,Product 471,198,nagapattinam,10,1980,Tamil Nadu,2017, 471
4480,4481,377,Product 413,252,nagapattinam,3,756,Tamil Nadu,2017, 413
4481,4482,377,Product 261,121,nagapattinam,4,484,Tamil Nadu,2017, 261
4482,4483,377,Product 81,234,nagapattinam,6,1404,Tamil Nadu,2017, 81
4483,4484,377,Product 321,282,nagapattinam,1,282,Tamil Nadu,2017, 321
4484,4485,378,Product 410,254,CHENNAI 600101.,10,2540,Tamil Nadu,2017, 410
4485,4486,378,Product 16,199,CHENNAI 600101.,5,995,Tamil Nadu,2017, 16
4486,4487,378,Product 134,95,CHENNAI 600101.,2,190,Tamil Nadu,2017, 134
4487,4488,378,Product 489,179,CHENNAI 600101.,7,1253,Tamil Nadu,2017, 489
4488,4489,378,Product 147,243,CHENNAI 600101.,2,486,Tamil Nadu,2017, 147
4489,4490,378,Product 254,57,CHENNAI 600101.,9,513,Tamil Nadu,2017, 254
4490,4491,378,Product 387,273,CHENNAI 600101.,1,273,Tamil Nadu,2017, 387
4491,4492,378,Product 182,259,CHENNAI 600101.,10,2590,Tamil Nadu,2017, 182
4492,4493,378,Product 224,264,CHENNAI 600101.,9,2376,Tamil Nadu,2017, 224
4493,4494,378,Product 295,155,CHENNAI 600101.,10,1550,Tamil Nadu,2017, 295
4494,4495,378,Product 205,149,CHENNAI 600101.,10,1490,Tamil Nadu,2017, 205
4495,4496,378,Product 305,277,CHENNAI 600101.,2,554,Tamil Nadu,2017, 305
4496,4497,378,Product 330,123,CHENNAI 600101.,2,246,Tamil Nadu,2017, 330
4497,4498,378,Product 311,84,CHENNAI 600101.,9,756,Tamil Nadu,2017, 311
4498,4499,378,Product 271,277,CHENNAI 600101.,7,1939,Tamil Nadu,2017, 271
4499,4500,378,Product 494,50,CHENNAI 600101.,10,500,Tamil Nadu,2017, 494
4500,4501,378,Product 418,275,CHENNAI 600101.,3,825,Tamil Nadu,2017, 418
4501,4502,379,Product 2,263,mettur,8,2104,Tamil Nadu,2017, 2
4502,4503,379,Product 437,269,mettur,9,2421,Tamil Nadu,2017, 437
4503,4504,379,Product 87,134,mettur,5,670,Tamil Nadu,2017, 87
4504,4505,379,Product 85,94,mettur,2,188,Tamil Nadu,2017, 85
4505,4506,379,Product 98,66,mettur,4,264,Tamil Nadu,2017, 98
4506,4507,379,Product 352,228,mettur,6,1368,Tamil Nadu,2017, 352
4507,4508,379,Product 101,98,mettur,4,392,Tamil Nadu,2017, 101
4508,4509,379,Product 393,206,mettur,3,618,Tamil Nadu,2017, 393
4509,4510,379,Product 73,59,mettur,2,118,Tamil Nadu,2017, 73
4510,4511,380,Product 194,78,mundra,5,390,Gujarat,2017, 194
4511,4512,380,Product 219,203,mundra,6,1218,Gujarat,2017, 219
4512,4513,380,Product 222,174,mundra,3,522,Gujarat,2017, 222
4513,4514,380,Product 145,108,mundra,6,648,Gujarat,2017, 145
4514,4515,380,Product 311,84,mundra,7,588,Gujarat,2017, 311
4515,4516,380,Product 487,64,mundra,3,192,Gujarat,2017, 487
4516,4517,380,Product 252,244,mundra,9,2196,Gujarat,2017, 252
4517,4518,380,Product 151,280,mundra,10,2800,Gujarat,2017, 151
4518,4519,380,Product 331,200,mundra,8,1600,Gujarat,2017, 331
4519,4520,381,Product 290,73,NEW-DELHI,2,146,New Delhi,2017, 290
4520,4521,381,Product 172,289,NEW-DELHI,5,1445,New Delhi,2017, 172
4521,4522,381,Product 318,243,NEW-DELHI,3,729,New Delhi,2017, 318
4522,4523,381,Product 136,288,NEW-DELHI,3,864,New Delhi,2017, 136
4523,4524,381,Product 205,149,NEW-DELHI,1,149,New Delhi,2017, 205
4524,4525,381,Product 298,153,NEW-DELHI,1,153,New Delhi,2017, 298
4525,4526,381,Product 241,164,NEW-DELHI,10,1640,New Delhi,2017, 241
4526,4527,381,Product 314,50,NEW-DELHI,1,50,New Delhi,2017, 314
4527,4528,381,Product 369,218,NEW-DELHI,7,1526,New Delhi,2017, 369
4528,4529,381,Product 165,228,NEW-DELHI,9,2052,New Delhi,2017, 165
4529,4530,381,Product 275,52,NEW-DELHI,9,468,New Delhi,2017, 275
4530,4531,381,Product 339,273,NEW-DELHI,8,2184,New Delhi,2017, 339
4531,4532,381,Product 176,64,NEW-DELHI,6,384,New Delhi,2017, 176
4532,4533,381,Product 384,154,NEW-DELHI,9,1386,New Delhi,2017, 384
4533,4534,381,Product 261,121,NEW-DELHI,2,242,New Delhi,2017, 261
4534,4535,381,Product 58,142,NEW-DELHI,4,568,New Delhi,2017, 58
4535,4536,382,Product 125,65,Gadag,9,585,Karnataka,2017, 125
4536,4537,382,Product 159,204,Gadag,10,2040,Karnataka,2017, 159
4537,4538,382,Product 330,123,Gadag,6,738,Karnataka,2017, 330
4538,4539,382,Product 387,273,Gadag,7,1911,Karnataka,2017, 387
4539,4540,382,Product 403,249,Gadag,7,1743,Karnataka,2017, 403
4540,4541,382,Product 274,74,Gadag,1,74,Karnataka,2017, 274
4541,4542,382,Product 152,297,Gadag,3,891,Karnataka,2017, 152
4542,4543,382,Product 473,236,Gadag,10,2360,Karnataka,2017, 473
4543,4544,382,Product 208,159,Gadag,4,636,Karnataka,2017, 208
4544,4545,382,Product 458,73,Gadag,7,511,Karnataka,2017, 458
4545,4546,382,Product 92,265,Gadag,10,2650,Karnataka,2017, 92
4546,4547,383,Product 57,267,Curchorem,3,801,Goa,2017, 57
4547,4548,383,Product 55,69,Curchorem,1,69,Goa,2017, 55
4548,4549,383,Product 5,95,Curchorem,10,950,Goa,2017, 5
4549,4550,383,Product 62,180,Curchorem,6,1080,Goa,2017, 62
4550,4551,383,Product 333,267,Curchorem,9,2403,Goa,2017, 333
4551,4552,383,Product 130,238,Curchorem,6,1428,Goa,2017, 130
4552,4553,383,Product 299,241,Curchorem,10,2410,Goa,2017, 299
4553,4554,383,Product 31,110,Curchorem,2,220,Goa,2017, 31
4554,4555,383,Product 393,206,Curchorem,10,2060,Goa,2017, 393
4555,4556,383,Product 380,243,Curchorem,10,2430,Goa,2017, 380
4556,4557,383,Product 285,150,Curchorem,10,1500,Goa,2017, 285
4557,4558,383,Product 280,73,Curchorem,4,292,Goa,2017, 280
4558,4559,384,Product 456,173,Ulhasnagar,10,1730,Maharashtra,2017, 456
4559,4560,384,Product 401,222,Ulhasnagar,3,666,Maharashtra,2017, 401
4560,4561,384,Product 80,245,Ulhasnagar,6,1470,Maharashtra,2017, 80
4561,4562,384,Product 171,117,Ulhasnagar,4,468,Maharashtra,2017, 171
4562,4563,384,Product 496,194,Ulhasnagar,10,1940,Maharashtra,2017, 496
4563,4564,384,Product 349,67,Ulhasnagar,3,201,Maharashtra,2017, 349
4564,4565,384,Product 449,157,Ulhasnagar,7,1099,Maharashtra,2017, 449
4565,4566,384,Product 28,76,Ulhasnagar,8,608,Maharashtra,2017, 28
4566,4567,385,Product 244,181,Khammam,6,1086,Maharashtra,2017, 244
4567,4568,385,Product 249,135,Khammam,7,945,Maharashtra,2017, 249
4568,4569,385,Product 104,202,Khammam,5,1010,Maharashtra,2017, 104
4569,4570,385,Product 73,59,Khammam,10,590,Maharashtra,2017, 73
4570,4571,385,Product 185,292,Khammam,9,2628,Maharashtra,2017, 185
4571,4572,385,Product 181,180,Khammam,2,360,Maharashtra,2017, 181
4572,4573,385,Product 63,186,Khammam,10,1860,Maharashtra,2017, 63
4573,4574,385,Product 294,106,Khammam,6,636,Maharashtra,2017, 294
4574,4575,385,Product 62,180,Khammam,5,900,Maharashtra,2017, 62
4575,4576,385,Product 492,243,Khammam,5,1215,Maharashtra,2017, 492
4576,4577,385,Product 359,154,Khammam,10,1540,Maharashtra,2017, 359
4577,4578,386,Product 433,191,Madgao,1,191,Goa,2017, 433
4578,4579,386,Product 274,74,Madgao,8,592,Goa,2017, 274
4579,4580,386,Product 272,271,Madgao,7,1897,Goa,2017, 272
4580,4581,386,Product 357,87,Madgao,2,174,Goa,2017, 357
4581,4582,386,Product 97,94,Madgao,2,188,Goa,2017, 97
4582,4583,386,Product 71,181,Madgao,5,905,Goa,2017, 71
4583,4584,386,Product 419,233,Madgao,7,1631,Goa,2017, 419
4584,4585,386,Product 460,76,Madgao,6,456,Goa,2017, 460
4585,4586,386,Product 470,167,Madgao,10,1670,Goa,2017, 470
4586,4587,386,Product 183,212,Madgao,1,212,Goa,2017, 183
4587,4588,386,Product 256,260,Madgao,7,1820,Goa,2017, 256
4588,4589,387,Product 51,136,Pushkar,8,1088,Gujarat,2017, 51
4589,4590,387,Product 322,123,Pushkar,8,984,Gujarat,2017, 322
4590,4591,387,Product 434,146,Pushkar,7,1022,Gujarat,2017, 434
4591,4592,387,Product 95,77,Pushkar,4,308,Gujarat,2017, 95
4592,4593,387,Product 293,165,Pushkar,4,660,Gujarat,2017, 293
4593,4594,387,Product 262,282,Pushkar,8,2256,Gujarat,2017, 262
4594,4595,387,Product 403,249,Pushkar,4,996,Gujarat,2017, 403
4595,4596,387,Product 448,117,Pushkar,9,1053,Gujarat,2017, 448
4596,4597,387,Product 160,287,Pushkar,4,1148,Gujarat,2017, 160
4597,4598,387,Product 476,96,Pushkar,3,288,Gujarat,2017, 476
4598,4599,387,Product 288,252,Pushkar,1,252,Gujarat,2017, 288
4599,4600,387,Product 203,289,Pushkar,9,2601,Gujarat,2017, 203
4600,4601,387,Product 60,121,Pushkar,4,484,Gujarat,2017, 60
4601,4602,387,Product 52,295,Pushkar,2,590,Gujarat,2017, 52
4602,4603,387,Product 372,91,Pushkar,5,455,Gujarat,2017, 372
4603,4604,387,Product 76,190,Pushkar,10,1900,Gujarat,2017, 76
4604,4605,388,Product 110,215,Chanakyapuri,4,860,New Delhi,2017, 110
4605,4606,388,Product 98,66,Chanakyapuri,6,396,New Delhi,2017, 98
4606,4607,388,Product 83,90,Chanakyapuri,7,630,New Delhi,2017, 83
4607,4608,388,Product 230,265,Chanakyapuri,9,2385,New Delhi,2017, 230
4608,4609,388,Product 495,63,Chanakyapuri,2,126,New Delhi,2017, 495
4609,4610,388,Product 203,289,Chanakyapuri,2,578,New Delhi,2017, 203
4610,4611,388,Product 141,186,Chanakyapuri,5,930,New Delhi,2017, 141
4611,4612,388,Product 21,298,Chanakyapuri,9,2682,New Delhi,2017, 21
